ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 1 default
\n<td>A8081 Gravel 1/4""X1/8""- 50 lb Bag</td>
\n</tr>
\n<tr>
\n<td>WAT 095000</td>
\n<td>D1203 Upper Basket 1""</td>
\n</tr>
\n<tr>
\n<td>WAT 095050</td>
\n<td>D121304 Lower Basket 1""</td>
\n</tr>
\n<tr>
\n<td>WAT 1236246</td>
\n<td>Cover 253-278 Logix Valve</td>
\n</tr>
\n<tr>
\n<td>WAT WR11361</td>
\n<td>1242692 255 Valve c/w 760 Logix for A30/760</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,5,,0,0,,,,,0,,,,"Sump\, Effluent & Sewage Pumps > Grinder Pumps, Water Conditioning",,,https://www.movewater.ca/wp-content/uploads/2020/12/WAT-021500-min-scaled.jpg.webp,,,,,,,,,0,Brands,Pentair,1,1,,,,,

9298,simple,WAT 022000,A60/760 60K Water Softener,1,0,visible,"Water softeners eliminate issues caused by hard water inside your home. Not all water is hard, but you know if you have it. Dissolved minerals found in hard water can clog drains, build scale in pipes, and make your appliances less efficient. It also affects the quality of your laundry and the lather of soaps in your showers. You can solve these problems by adding a water softener to your home.","Products Used in Package
\n<table width=""426"">
\n<tbody>
\n<tr>
\n<td width=""107"">PVC 07010000</td>
\n<td width=""319"">3/4"" PVC Sch 40 Pipe by the foot</td>
\n</tr>
\n<tr>
\n<td>WAT 065600</td>
\n<td>WC1054EN 10x54 Tank Natural</td>
\n</tr>
\n<tr>
\n<td>WAT 082000</td>
\n<td>001X8NA Resin</td>
\n</tr>
\n<tr>
\n<td>WAT 082500</td>
\n<td>A8081 Gravel 1/4""X1/8""- 50 lb Bag</td>
\n</tr>
\n<tr>
\n<td>WAT 095000</td>
\n<td>D1203 Upper Basket 1""</td>
\n</tr>
\n<tr>
\n<td>WAT 095050</td>
\n<td>D121304 Lower Basket 1""</td>
\n</tr>
\n<tr>
\n<td>WAT 1236246</td>
\n<td>Cover 253-278 Logix Valve</td>
\n</tr>
\n<tr>
\n<td>WAT WR11361</td>
\n<td>1242692 255 Valve c/w 760 Logix for A30/760</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,0,0,,0,0,,,,,0,,,,Water Conditioning,,,https://www.movewater.ca/wp-content/uploads/2020/12/WAT-021500-min-scaled.jpg.webp,,,,,,,,,0,Brands,Pentair,1,1,,,,,

9299,variation,WAT 021000,A30/760 30K Softener - A30/760 30K Softener,1,0,visible,,A30/760 30K Softener - A30/760 30K Softener,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"WAT 021000, WAT 021200",,,,,,1,A30/760 30K Softener,A30/760 30K Softener,,1,,,,,

9300,variation,WAT 021200,A30/760 30K Softener - CA30/760 30K Softener (Cabinet),1,0,visible,,A30/760 30K Softener - CA30/760 30K Softener (Cabinet),,,taxable,parent,1,1,,0,0,,,,,0,,,0,,,,,,,"WAT 021000, WAT 021200",,,,,,2,A30/760 30K Softener,CA30/760 30K Softener (Cabinet),,1,,,,,

9303,variation,WAT 032000,Ziron Chemical-Free Iron Filter - FOB10BP Filter- Fusion- Birm 1cf,1,0,visible,,Ziron Chemical-Free Iron Filter - FOB10BP Filter- Fusion- Birm 1cf,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"WAT 032000, WAT 032100",,,,,,1,Filter- Fusion,FOB10BP Filter- Fusion- Birm 1cf,,1,,,,,

9304,variation,WAT 032100,Ziron Chemical-Free Iron Filter - FOB15BP Filter- Fusion- Birm 1.5cf,1,0,visible,,Ziron Chemical-Free Iron Filter - FOB15BP Filter- Fusion- Birm 1.5cf,,,taxable,parent,1,2,,0,0,,,,,0,,,0,,,,,,,"WAT 032000, WAT 032100",,,,,,2,Filter- Fusion,FOB15BP Filter- Fusion- Birm 1.5cf,,1,,,,,

9307,variable,"BER 12111, BER 12116",5SN-PSP19T Jet/Tank Package,'-1,0,visible,"Products used in assembly of this package.
\n<table width=""426"">
\n<tbody>
\n<tr>
\n<td width=""107"">BER 12010</td>
\n<td width=""319"">Torque Arrestor</td>
\n</tr>
\n<tr>
\n<td>PRT 04200</td>
\n<td>L10P4CMG Berkeley 1/2 hp P.E.O</td>
\n</tr>
\n<tr>
\n<td>PRT 12000</td>
\n<td>PMB-1 Pump Mount Bracket</td>
\n</tr>
\n<tr>
\n<td>ACC 02200</td>
\n<td>1/4"" Bottom Gauge 0-100 psi</td>
\n</tr>
\n<tr>
\n<td>BRA 02040</td>
\n<td>Brass Male Adapter - 1""</td>
\n</tr>
\n<tr>
\n<td>BRA 55100</td>
\n<td>Brass Nipple - 1 x 2</td>
\n</tr>
\n<tr>
\n<td>BRA 55700</td>
\n<td>Brass Nipple - 1 x 6</td>
\n</tr>
\n<tr>
\n<td>BRA 63700</td>
\n<td>Brass Plug - 1""</td>
\n</tr>
\n<tr>
\n<td>BRA 66600</td>
\n<td>Brass Tee - 1""</td>
\n</tr>
\n<tr>
\n<td>CLA HAS-16</td>
\n<td>1"" All Stainless Clamp</td>
\n</tr>
\n<tr>
\n<td>PIP 30000</td>
\n<td>Clear Braided Hose - 1""</td>
\n</tr>
\n</tbody>
\n</table>
\nFittings sku's different for stainless steel variant.",See pdf's for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Water Systems > Packages, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/12/BER-12111-min-scaled.jpg.webp,,,,,,,,,0,Brands,"Berkeley, Pentair",1,1,5SN-PSP19T Jet/Tank Package,"5SN-PSP19T 1/2hp Jet/Tank Package - Brass Fitted, 5SN-PSP19T 1/2hp Jet/Tank Package - Stainless Fitted",1,1,

9308,variation,BER 12111,5SN-PSP19T Jet/Tank Package - 5SN-PSP19T 1/2hp Jet/Tank Package - Brass Fitted,'-1,0,visible,,5SN-PSP19T Jet/Tank Package - 5SN-PSP19T 1/2hp Jet/Tank Package - Brass Fitted,,,taxable,parent,1,5,,0,0,,,,,0,,,0,,,,,,,"BER 12111, BER 12116",,,,,,1,5SN-PSP19T Jet/Tank Package,5SN-PSP19T 1/2hp Jet/Tank Package - Brass Fitted,,1,,,,,

9309,variation,BER 12116,5SN-PSP19T Jet/Tank Package - 5SN-PSP19T 1/2hp Jet/Tank Package - Stainless Fitted,'-1,0,visible,,5SN-PSP19T Jet/Tank Package - 5SN-PSP19T 1/2hp Jet/Tank Package - Stainless Fitted,,,taxable,parent,1,5,,0,0,,,,,0,,,0,,,,,,,"BER 12111, BER 12116",,,,,,2,5SN-PSP19T Jet/Tank Package,5SN-PSP19T 1/2hp Jet/Tank Package - Stainless Fitted,,1,,,,,

9311,variation,BER 12070,5SN-PSP19S Jet/Tank Package - 5SN-PSP19S 1/2hp Jet/Tank Pkg - Stainless Fitted,'-1,0,visible,,5SN-PSP19S Jet/Tank Package - 5SN-PSP19S 1/2hp Jet/Tank Pkg - Stainless Fitted,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"BER 12070, BER 12075",,,,,,1,5SN-PSP19S Jet/Tank Package,5SN-PSP19S 1/2hp Jet/Tank Pkg - Stainless Fitted,,1,,,,,

9312,variation,BER 12075,5SN-PSP19S Jet/Tank Package - 5SN-PSP19S 1/2hp Jet/Tank Pkg - Brass Fitted,'-1,0,visible,,5SN-PSP19S Jet/Tank Package - 5SN-PSP19S 1/2hp Jet/Tank Pkg - Brass Fitted,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"BER 12070, BER 12075",,,,,,2,5SN-PSP19S Jet/Tank Package,5SN-PSP19S 1/2hp Jet/Tank Pkg - Brass Fitted,,1,,,,,

9418,variable,"BER 12550, BER 12556",7SN-PSP35 Jet/Tank Package,'-1,0,visible,"Products used in assembly of this package.
\n<table width=""492"">
\n<tbody>
\n<tr>
\n<td width=""99"">BER 12020</td>
\n<td width=""393"">Bleeder Orifice - 1"" Rubber</td>
\n</tr>
\n<tr>
\n<td>PRT 04500</td>
\n<td>L10P4EMG Berkeley 1 hp P.E.O.</td>
\n</tr>
\n<tr>
\n<td>PRT 12000</td>
\n<td>PMB-1 Pump Mount Bracket</td>
\n</tr>
\n<tr>
\n<td>ACC 02200</td>
\n<td>1/4"" Bottom Gauge 0-100 psi</td>
\n</tr>
\n<tr>
\n<td>PIP 30000</td>
\n<td>Clear Braided Hose - 1""</td>
\n</tr>
\n<tr>
\n<td>CLA HAS-16</td>
\n<td>1"" All Stainless Clamp</td>
\n</tr>
\n<tr>
\n<td>SSF 02040</td>
\n<td>SS Male Adapter - 1""</td>
\n</tr>
\n<tr>
\n<td>SSF 55100</td>
\n<td>SS Nipple - 1"" x 2""</td>
\n</tr>
\n<tr>
\n<td>SSF 55800</td>
\n<td>SS Nipple - 1"" x 8""</td>
\n</tr>
\n<tr>
\n<td>SSF 63700</td>
\n<td>SS Plug - 1""</td>
\n</tr>
\n<tr>
\n<td>SSF 66600</td>
\n<td>SS Tee - 1""</td>
\n</tr>
\n</tbody>
\n</table>
\nFittings sku’s different for brass variant.",See pdf’s for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Water Systems > Packages, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/12/BER-12550_BER-12556-min-scaled.jpg.webp,,,,,,,,,0,Brands,"Berkeley, Pentair",1,1,7SN-PSP35 Jet/Tank Pkg,"7SN-PSP35 Jet/Tank Pkg - Brass Fitted, 7SN-PSP35 Jet/Tank Pkg - Stainless Fitted",1,1,

9419,variation,BER 12550,7SN-PSP35 Jet/Tank Package - 7SN-PSP35 Jet/Tank Pkg - Stainless Fitted,'-1,0,visible,,7SN-PSP35 Jet/Tank Package - 7SN-PSP35 Jet/Tank Pkg - Stainless Fitted,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"BER 12550, BER 12556",,,,,,1,7SN-PSP35 Jet/Tank Pkg,7SN-PSP35 Jet/Tank Pkg - Stainless Fitted,,1,,,,,

9420,variation,BER 12556,7SN-PSP35 Jet/Tank Package - 7SN-PSP35 Jet/Tank Pkg - Brass Fitted,'-1,0,visible,,7SN-PSP35 Jet/Tank Package - 7SN-PSP35 Jet/Tank Pkg - Brass Fitted,,,taxable,parent,1,5,,0,0,,,,,0,,,0,,,,,,,"BER 12550, BER 12556",,,,,,2,7SN-PSP35 Jet/Tank Pkg,7SN-PSP35 Jet/Tank Pkg - Brass Fitted,,1,,,,,

9429,simple,MER 20650,Tank Alert AB DUO,1,0,visible,"The Tank Alert AB DUO (Auto reset, Battery backup, DUO alarm inputs) indoor alarm system monitors two liquid level conditions in one easy-to-install alarm for lift pump chambers, sump pump basins, holding tanks, sewage, agricultural, filter and other waste applications.","VOLTAGE FOR 120 VAC MODEL:
\nPrimary: 120 VAC, 50/60 Hz, 2.4
\nwatts max. (alarm condition)
\nSecondary: 9 VDC
\nBATTERY BACKUP POWER: 9 VDC
\nALARM ENCLOSURE: 6 x 4 x 2.25 inches
\n(15.24 x 10.16 x 5.71 cm), NEMA 1
\nplastic
\nALARM HORN: 87 decibels at 10 feet (3
\nmeters)
\nPOWER CORD: 6 foot (1.8 meter)
\nAUXILIARY ALARM CONTACTS (OPTIONAL):
\nVoltage: 120 VAC;
\nCurrent: 0.5 amps maximum
\nFLOAT SWITCH CONNECTION TERMINAL: for
\nfloat switch connection only (voltage
\nacross terminals is 8-9 VDC)
\nFLOAT SWITCH: SJE SignalMaster® control
\nswitch with mounting clamp",,,taxable,,1,4,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm",,,https://www.movewater.ca/wp-content/uploads/2020/12/Tank-Alert-AB-Duo.png.webp,,,,,,,,,0,Brands,SJE Rhombus,1,1,,,,,

9445,variable,"MER 21700, MER 21720",Tank Alert 4X c/w Aux. Contacts,1,0,visible,"<ul>
\n 	<li>NEMA 4X indoor/outdoor enclosure</li>
\n 	<li>Automatic alarm reset</li>
\n 	<li>Alarm test/normal/silence switch</li>
\n 	<li>Alarm horn sounds at 88 decibels at 10 feet (3 meters)</li>
\n 	<li>Alarm system (when installed on a separate circuit) operates even if pump circuit fails</li>
\n</ul>","VOLTAGE:
\n120 VAC, 50/60 Hz
\nALARM ENCLOSURE: 6.4 x 5.3 x 5
\ninch (16.2 x 13.5 x 13.34 cm), NEMA
\n4X, indoor-outdoor, weatherproof,
\nUV stabilized thermoplastic
\nALARM HORN: 88 decibels at 10 feet
\n(3 meters)
\nALARM BEACON: UL Listed, Type 4X beacon
\nassembly
\nAUXILIARY ALARM CONTACTS (OPTIONAL):
\n120 VAC, 5 amps max., 50/60 Hz
\nFLOAT SWITCH: SJE SignalMaster® control
\nswitch with mounting clamp
\nCable: 15 feet (4.57 meters), flexible 18
\ngauge, 2 conductor (UL) SJOW, waterresistant (CPE)
\nFloat: 2.74 inch diameter x 4.83 inch
\nlong (7 cm x 12.3 cm), high impact,
\ncorrosion resistant polypropylene
\nhousing for use in sewage and nonpotable water up to 140°F (60°C)
\nMAXIMUM WATER DEPTH: 30 feet (9
\nmeters), 13 psi
\nELECTRICAL: 5 amps, 125 VAC/250
\nVAC, 50/60 Hz",,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm",,,https://www.movewater.ca/wp-content/uploads/2020/12/Tank-Alert-4X.png.webp,,,,,,,,,0,Brands,SJE Rhombus,1,1,Tank Alert 4X,"Tank Alert 4X - High c/w Aux. Contacts, Tank Alert 4X - Low c/w Aux. Contacts",1,1,

9447,variation,MER 21700,Tank Alert 4X c/w Aux. Contacts - Tank Alert 4X - High c/w Aux. Contacts,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"MER 21700, MER 21720",,,,,,1,Tank Alert 4X,Tank Alert 4X - High c/w Aux. Contacts,,1,,,,,

9448,variation,MER 21720,Tank Alert 4X c/w Aux. Contacts - Tank Alert 4X - Low c/w Aux. Contacts,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,0,,,,,,,"MER 21700, MER 21720",,,,,,2,Tank Alert 4X,Tank Alert 4X - Low c/w Aux. Contacts,,1,,,,,

9451,variable,"MER 22000, MER 22100",SJE Oil Spotter 115v panel,1,0,visible,"• Plug and Play - no wiring for easy installation
\n• NEMA 1 rated for outdoor use
\n• Receptacle to accept one 120V or 230V pump plug
\n(15 amp FLA max.)
\n• LED indicators: High Water (red); High Oil (red);
\nPump Run (green); Power On (green)
\n• Factory-installed Oil Water Switch: High water Probe, Start
\nProbe, High Oil Float, Stop Probe, Reference Probe
\n• Pump activation probes (start and stop levels) 5 inch
\npumping range
\n• Helps satisfy requirements of an ASME A17.1 compliant
\nsystem",See PDF's for more details,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm, Sump\, Effluent & Sewage Pumps > Sump Pumps",,,https://www.movewater.ca/wp-content/uploads/2020/12/Oil-Spotter-Auto-Group.gif,,,,,,,,,0,Brands,SJE Rhombus,1,1,SJE Oil Spotter panel,"1033606 SJE Oil Spotter 115v 10ft panel, 1036286 SJE Oil Spotter 115v 50ft panel w/ TAAB",1,1,

9452,variation,MER 22000,SJE Oil Spotter 115v panel - 1033606 SJE Oil Spotter 115v 10ft panel,1,0,visible,,SJE Oil Spotter 115v panel - 1033606 SJE Oil Spotter 115v 10ft panel,,,taxable,parent,1,1,,0,0,,,,,0,,,0,,,,,,,"MER 22000, MER 22100",,,,,,1,SJE Oil Spotter panel,1033606 SJE Oil Spotter 115v 10ft panel,,1,,,,,

9453,variation,MER 22100,SJE Oil Spotter 115v panel - 1036286 SJE Oil Spotter 115v 50ft panel w/ TAAB,1,0,visible,,SJE Oil Spotter 115v panel - 1036286 SJE Oil Spotter 115v 50ft panel w/ TAAB,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"MER 22000, MER 22100",,,,,,2,SJE Oil Spotter panel,1036286 SJE Oil Spotter 115v 50ft panel w/ TAAB,,1,,,,,

9469,variable,"MER 23100, MER 23150",CL Level Monitor,1,0,visible,"The SJE Level Monitor™ CL system is a convenient way to monitor tank levels by
\nutilizing a scalable LED bargraph to represent the level as a percentage of a full
\ntank. The adjustable alarm is easy to set using the Alarm Level and Set buttons
\non the touch pad. As the liquid level reaches the installer-specified alarm set
\npoint, the audible alarm is activated. The audible alarm can be silenced using the
\nTest/Silence button, but the alarm light will remain on until the condition is
\nremedied.","VOLTAGE: 120 VAC, 50-60Hz, 0.15A Class II transformer
\nOUTPUT CONTACT RATING: 3 amp, Class II circuits
\nENCLOSURE: 3 x 4.25 x 1.25",,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm",,,https://www.movewater.ca/wp-content/uploads/2020/12/Level-Monitor-CL.png.webp,,,,,,,,,0,Brands,SJE Rhombus,1,1,CL Level Monitor,"CL Level Monitor c/w 200 ft. cable, CL Level Monitor c/w 80 ft. cable",1,1,

9473,variation,MER 23100,CL Level Monitor - CL Level Monitor c/w 80 ft. cable,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"MER 23100, MER 23150",,,,,,1,CL Level Monitor,CL Level Monitor c/w 80 ft. cable,,1,,,,,

9474,variation,MER 23150,CL Level Monitor - CL Level Monitor c/w 200 ft. cable,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"MER 23100, MER 23150",,,,,,2,CL Level Monitor,CL Level Monitor c/w 200 ft. cable,,1,,,,,

9488,variable,"VAL 30500, VAL 30700, VAL 30800",WaterCop Classic Dual,1,0,visible,"WaterCop Classic is there even when you’re not. In fact, this proven leak detection and automatic water shut-off system provides 24/7 protection from catastrophic flooding caused by plumbing leaks. It’s the perfect solution for single family and vacation homes.",See sell sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm",,,https://www.movewater.ca/wp-content/uploads/2020/12/Classic-Page-min-1.png-scaled.webp,,,,,,,,,0,WaterCop Classic Dual,"WCDACTDUALHW WaterCop Classic Dual Shutoff Actuators, WCDFS1 Classic Moisture Sensor Single Probe, WCDFS2 Classic Moisture Sensor Dual Probe",1,1,Brands,Watercop,1,1,

9489,variation,VAL 30500,WaterCop Classic Dual - WCDACTDUALHW WaterCop Classic Dual Shutoff Actuators,1,0,visible,,WaterCop Classic Dual - WCDACTDUALHW WaterCop Classic Dual Shutoff Actuators,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"VAL 30500, VAL 30700, VAL 30800",,,,,,1,WaterCop Classic Dual,WCDACTDUALHW WaterCop Classic Dual Shutoff Actuators,,1,,,,,

9490,variation,VAL 30700,WaterCop Classic Dual - WCDFS1 Classic Moisture Sensor Single Probe,1,0,visible,,WaterCop Classic Dual - WCDFS1 Classic Moisture Sensor Single Probe,,,taxable,parent,0,0,,0,0,,,,,0,,,0,,,,,,,"VAL 30500, VAL 30700, VAL 30800",,,,,,2,WaterCop Classic Dual,WCDFS1 Classic Moisture Sensor Single Probe,,1,,,,,

9491,variation,VAL 30800,WaterCop Classic Dual - WCDFS2 Classic Moisture Sensor Dual Probe,1,0,visible,,WaterCop Classic Dual - WCDFS2 Classic Moisture Sensor Dual Probe,,,taxable,parent,1,2,,0,0,,,,,0,,,0,,,,,,,"VAL 30500, VAL 30700, VAL 30800",,,,,,3,WaterCop Classic Dual,WCDFS2 Classic Moisture Sensor Dual Probe,,1,,,,,

9502,variable,"VAL 30000, VAL 30100, VAL 30200",WaterCop Pro Actuator & Control Panel,1,0,visible,"The WaterCop Pro System adds valuable features like addressable sensors displayed on an LED screen, an improved user interface, and flexible installation options. Pro’s advanced technology can be integrated into most third-party monitoring and security systems making it the perfect choice for multi-family, condominium, residential, or commercial properties.",See PDF's for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm",,,https://www.movewater.ca/wp-content/uploads/2020/12/Pro-Product-Group-min.png.webp,,,,,,,,,0,Brands,Watercop,1,1,WC PRO ACTUATER Cont',"WCVLF1 - WATERCOP 1"" LF Brass Ball Valve, WCVLF3/4 - WATERCOP 3/4"" LF Brass Ball Valve, WPK25 PRO ACTUATER & CONTROL PANEL 25'",1,1,

9506,variation,VAL 30000,WaterCop Pro Actuator & Control Panel - WPK25 PRO ACTUATER &amp; CONTROL PANEL 25',1,0,visible,,WaterCop Pro Actuator & Control Panel - WPK25 PRO ACTUATER &amp; CONTROL PANEL 25',,,taxable,parent,1,1,,0,0,,,,,0,,,0,,,,,,,"VAL 30000, VAL 30100, VAL 30200",,,,,,1,WC PRO ACTUATER Cont',WPK25 PRO ACTUATER & CONTROL PANEL 25',,1,,,,,

9507,variation,VAL 30100,"WaterCop Pro Actuator & Control Panel - WCVLF3/4 - WATERCOP 3/4"" LF Brass Ball Valve",1,0,visible,,"WaterCop Pro Actuator & Control Panel - WCVLF3/4 - WATERCOP 3/4"" LF Brass Ball Valve",,,taxable,parent,1,5,,0,0,,,,,0,,,0,,,,,,,"VAL 30000, VAL 30100, VAL 30200",,,,,,2,WC PRO ACTUATER Cont',"WCVLF3/4 - WATERCOP 3/4"" LF Brass Ball Valve",,1,,,,,

9508,variation,VAL 30200,"WaterCop Pro Actuator & Control Panel - WCVLF1 - WATERCOP 1"" LF Brass Ball Valve",1,0,visible,,"WaterCop Pro Actuator & Control Panel - WCVLF1 - WATERCOP 1"" LF Brass Ball Valve",,,taxable,parent,1,1,,0,0,,,,,0,,,0,,,,,,,"VAL 30000, VAL 30100, VAL 30200",,,,,,3,WC PRO ACTUATER Cont',"WCVLF1 - WATERCOP 1"" LF Brass Ball Valve",,1,,,,,

9513,variable,"VAL 31000, VAL 31100",WaterCop Leak Stop,1,0,visible,"Leak Stop+ detects plumbing leaks at a single location, sounds an audible alarm, and automatically shuts off the water supply. The RJ45 Jack makes Leak Stop+ capable of integrating with SmartConnect to receive mobile alerts to a smartphone or tablet. It can also integrate with home security or automation systems. They are ideal solutions for water heaters, recirculation pumps and softeners.",See PDF's for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Alarm",,,https://www.movewater.ca/wp-content/uploads/2020/12/watercop-leak-stop-plus-hero-min.png.webp,,,,,,,,,0,Brands,Watercop,1,1,STOP LEAK ALARM,"1"" STOP LEAK C/W ALARM INTERFACE, 3/4"" STOP LEAK C/W ALARM INTERFACE",1,1,

9514,variation,VAL 31000,"WaterCop Leak Stop - 3/4"" STOP LEAK C/W ALARM INTERFACE",1,0,visible,,"WaterCop Leak Stop - 3/4"" STOP LEAK C/W ALARM INTERFACE",,,taxable,parent,1,3,,0,0,,,,,0,,,0,,,,,,,"VAL 31000, VAL 31100",,,,,,1,STOP LEAK ALARM,"3/4"" STOP LEAK C/W ALARM INTERFACE",,1,,,,,

9515,variation,VAL 31100,"WaterCop Leak Stop - 1"" STOP LEAK C/W ALARM INTERFACE",1,0,visible,,"WaterCop Leak Stop - 1"" STOP LEAK C/W ALARM INTERFACE",,,taxable,parent,1,1,,0,0,,,,,0,,,0,,,,,,,"VAL 31000, VAL 31100",,,,,,2,STOP LEAK ALARM,"1"" STOP LEAK C/W ALARM INTERFACE",,1,,,,,

10481,variation,PEN P43B0005A1,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 1/2hp- 115 volt- 3-wire Subm Motor",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,1,Pentek XE Series 3 Wire,Pentek 1/2hp- 115 volt- 3-wire Subm Motor,,1,,,,,

10482,variation,PEN P43B0005A2,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 1/2hp- 230 volt- 3-wire Subm Motor",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,2,Pentek XE Series 3 Wire,Pentek 1/2hp- 230 volt- 3-wire Subm Motor,,1,,,,,

10483,variation,PEN P43B0007A2,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 3/4hp- 230 volt- 3-wire Subm Motor",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,3,Pentek XE Series 3 Wire,Pentek 3/4hp- 230 volt- 3-wire Subm Motor,,1,,,,,

10484,variation,PEN P43B0010A2,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 1hp- 230 volt- 3-wire Subm Motor",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,4,Pentek XE Series 3 Wire,Pentek 1hp- 230 volt- 3-wire Subm Motor,,1,,,,,

10485,variation,PEN P43B0015A2,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 1-1/2hp- 230 volt- 1 phase Subm Motor",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,5,Pentek XE Series 3 Wire,Pentek 1-1/2hp- 230 volt- 1 phase Subm Motor,,1,,,,,

10486,variation,PEN P43T0020A2,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 2 hp- 230 volt- 1 phase Subm Motor",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,6,Pentek XE Series 3 Wire,Pentek 2 hp- 230 volt- 1 phase Subm Motor,,1,,,,,

10487,variation,PEN P43T0030A2,"Pentek XE Series 4"" Submersible Motors 3 Wire - Pentek 3 hp- 230 volt- 1 phase Subm Motor",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,0,,,,,,,"PEN P43B0005A1, PEN P43B0005A2, PEN P43B0007A2, PEN P43B0010A2, PEN P43B0015A2, PEN P43T0020A2, PEN P43T0030A2, PEN P43T0050A2",,,,,,7,Pentek XE Series 3 Wire,Pentek 3 hp- 230 volt- 1 phase Subm Motor,,1,,,,,
